run_id,round,m_selected,m_committed,dropout_rate,global_model_norm,co2_committed_g,co2_dropped_g,co2_total_g,ci_g_per_kwh_used,t_round_start,t_deadline
20260324_203025,9,10,10,0.0,8.885571009647192,0.0029385837767925546,0.0,0.0029385837767925546,148.0,200.0,225.0
20260324_203025,10,10,10,0.0,8.893158031902288,0.0031229897395341276,0.0,0.0031229897395341276,148.0,225.0,250.0
20260324_203025,11,10,9,0.1,8.904483663435734,0.003666270196097771,0.00019023384575268324,0.0038565040418504543,148.0,250.0,275.0
20260324_203025,12,10,7,0.3,8.915916532050398,0.0022730755367836196,0.0006072413142686759,0.0028803168510522954,148.0,275.0,300.0
20260324_203025,13,10,10,0.0,8.920963375904929,0.002421045158586731,0.0,0.002421045158586731,148.0,300.0,325.0
20260324_203025,14,10,10,0.0,8.932541239944644,0.0029631362538387112,0.0,0.0029631362538387112,148.0,325.0,350.0
20260324_203025,15,10,8,0.2,8.942945825309423,0.0025330924188821996,0.00019091991114881087,0.0027240123300310104,148.0,350.0,375.0
20260324_203025,16,10,9,0.1,8.944562706275685,0.003568506277111064,0.00017606458219490614,0.00374457085930597,148.0,375.0,400.0
20260324_203025,17,10,10,0.0,8.943470309605715,0.003022960908944489,0.0,0.003022960908944489,148.0,400.0,425.0
20260324_203025,18,10,10,0.0,8.947491677709955,0.0030281583645354057,0.0,0.0030281583645354057,148.0,425.0,450.0
20260324_203025,19,10,10,0.0,8.955177946041793,0.002979414805250899,0.0,0.002979414805250899,148.0,450.0,475.0
20260324_203025,20,10,7,0.3,8.962491413920247,0.0021929207925256654,0.0004107633554844163,0.002603684148010082,148.0,475.0,500.0
