run_id,round,m_selected,m_committed,dropout_rate,global_model_norm,co2_committed_g,co2_dropped_g,co2_total_g,t_round_start,t_deadline
20260217_195229,2,9,3,0.6666666666666666,8.854229833409665,0.03630906945471971,0.16290705357485846,0.19921612302957817,25.0,50.0
20260217_195229,3,10,6,0.4,8.855038526492125,0.095395314388024,0.10261675677091806,0.19801207115894204,50.0,75.0
20260217_195229,4,10,7,0.3,8.858183573356621,0.10739587624645924,0.06725199233435841,0.17464786858081766,75.0,100.0
20260217_195229,5,10,3,0.7,8.863921811576901,0.057793225887695206,0.20141492329566374,0.25920814918335894,100.0,125.0
20260217_195229,6,10,5,0.5,8.864954702778235,0.07411830271604691,0.11635099518431619,0.1904692979003631,125.0,150.0
20260217_195229,7,10,3,0.7,8.869899729934222,0.03662300827561396,0.19261963995718348,0.22924264823279744,150.0,175.0
20260217_195229,8,10,5,0.5,8.879259450162575,0.05814798963308396,0.12251567161604533,0.1806636612491293,175.0,200.0
20260217_195229,9,10,6,0.4,8.875544506598407,0.08885403719546624,0.09095836631503534,0.1798124035105016,200.0,225.0
20260217_195229,10,10,7,0.3,8.875363491337216,0.09354073654950314,0.06805489242092277,0.1615956289704259,225.0,250.0
