run_id,round,client_id,veh_id,selected,committed,drop_reason,t_round_start,t_deadline,t_dl_done,t_ul_start,t_ul_done,t_down,t_train,t_up,dl_ok,ul_ok,dl_goodput_mbps,ul_goodput_mbps,dl_rtt_ms,ul_rtt_ms,e_comp_j,co2_comp_g,e_comm_j,co2_comm_g,co2_total_g
20260214_153549,3,0b94ca284725400ea486d9a33acbcc20,flow0.11,1,1,,50.0,75.0,51.80237348912714,51.82350095151423,53.72079827816535,1.8023734891271417,0.02112746238708496,1.8972973266511204,1,1,8.851104376148365,8.757263392285918,19.862342304474573,20.235659919413308,0.3802943229675293,2.112746238708496e-05,4.648319479103822,0.0002582399710613235,0.00027936743344840844
20260214_153549,3,2619b319acaa4ef79628bf35108d62ae,flow0.9,1,1,,50.0,75.0,51.836298097150866,51.92866121627623,53.82621530326984,1.8362980971508662,0.09236311912536621,1.8975540869936083,1,1,8.72464467444991,8.775942724441489,20.3668320141756,20.160872849787467,1.6625361442565918,9.236311912536621e-05,4.682629227641279,0.00026014606820229326,0.00035250918732765944
20260214_153549,3,aeb0fdfa98b445a8b1f6ac8108d56ac5,flow0.3,1,1,,50.0,75.0,51.76058570776511,51.793869656663425,53.558055361108934,1.7605857077651095,0.03328394889831543,1.7641857044455094,1,1,9.093233706799174,9.105102266234653,18.92593987330841,18.88100252126775,0.5991110801696777,3.328394889831543e-05,4.4068642644333735,0.00024482579246852077,0.0002781097413668362
20260214_153549,3,2691870f725e4ff29ee9abc79e0babad,flow0.10,1,1,,50.0,75.0,51.83039451291647,51.83482075383749,53.73663180441332,1.8303945129164703,0.004426240921020508,1.90181105057583,1,1,8.725259086361119,8.722256659674159,20.364354438412235,20.37646401316611,0.07967233657836914,4.426240921020508e-06,4.683111088780215,0.00026017283826556756,0.0002645990791865881
20260214_153549,3,a0c90ffa6a314b658be64f3cf1311b79,flow0.14,1,1,,50.0,75.0,51.8396879291357,51.896661386472125,53.712417433129424,1.8396879291356996,0.05697345733642578,1.8157560466572988,1,1,8.7345449245969,8.874619967858859,20.326941741537965,19.769721772034885,1.025522232055664,5.697345733642578e-05,4.563321999121648,0.00025351788884009157,0.00031049134617651734
20260214_153549,3,b2b6ac02f98a421c973dc980bf560068,flow0.2,1,1,,50.0,75.0,51.75712796658399,51.8490159174812,53.65686600440912,1.7571279665839867,0.0918879508972168,1.807850086927914,1,1,9.107413253280264,9.106038051742768,18.87226276171888,18.87746313895508,1.6539831161499023,9.18879508972168e-05,4.468903096975858,0.00024827239427643654,0.00034016034517365333
20260214_153549,3,c23f0d0f5e8544098f234200b78ef0e6,flow0.7,1,1,,50.0,75.0,51.81724903969211,51.90613649277133,53.80668345436081,1.8172490396921077,0.08888745307922363,1.9005469615894768,1,1,8.818577886950292,8.869664816982127,19.991064035191023,19.789207921369545,1.5999741554260254,8.888745307922363e-05,4.668069482076323,0.00025933719344868464,0.00034822464652790826
20260214_153549,3,c406908748e04422b4f3b1366968d713,flow0.5,1,1,,50.0,75.0,51.7758464475666,51.891363348582836,53.671786631834316,1.7758464475666003,0.11551690101623535,1.78042328325148,1,1,9.017060415379627,9.036445692245286,19.216459942937913,19.142177383958654,2.0793042182922363,0.00011551690101623536,4.44648137244382,0.0002470267429135456,0.0003625436439297809
20260214_153549,3,cc693d7399294e59a8af0c9ebb3108d9,flow0.0,1,1,,50.0,75.0,51.76043196190935,51.80938716401201,53.647525088638005,1.7604319619093474,0.04895520210266113,1.8381379246259968,1,1,9.094789952780502,9.19632161717813,18.920042524026368,18.53853193878753,0.8811936378479004,4.895520210266113e-05,4.5176388488483425,0.00025097993604713013,0.0002999351381497913
20260214_153549,4,a0c90ffa6a314b658be64f3cf1311b79,flow0.14,1,1,,75.0,100.0,76.77989216849993,76.82774754569719,78.67470409485362,1.7798921684999272,0.047855377197265625,1.846956549156431,1,1,8.998228656175256,9.023655280488022,19.288851214885042,19.1911621763822,0.8613967895507812,4.7855377197265625e-05,4.550326992234574,0.00025279594401303186,0.0003006513212102975
20260214_153549,4,0b43e2b14abd458e967a401f83403b86,flow0.21,1,1,,75.0,100.0,76.79216304914432,76.82974830762821,78.68461095589439,1.792163049144321,0.03758525848388672,1.8548626482661774,1,1,8.957516137593245,8.961676321757464,19.446133967188874,19.430012974114298,0.6765346527099609,3.758525848388672e-05,4.574457021543587,0.00025413650119686593,0.00029172175968075265
20260214_153549,4,0b94ca284725400ea486d9a33acbcc20,flow0.20,1,1,,75.0,100.0,76.78977168193259,76.82420933833518,78.70344418891365,1.7897716819325922,0.03443765640258789,1.8792348505784702,1,1,8.921387933907464,8.847366031305155,19.586607015557576,19.877100479026467,0.619877815246582,3.443765640258789e-05,4.608623957800297,0.00025603466432223875,0.00029047232072482664
20260214_153549,4,2619b319acaa4ef79628bf35108d62ae,flow0.11,1,1,,75.0,100.0,76.7601216782164,76.76636705289596,78.55778885601494,1.760121678216393,0.00624537467956543,1.791421803118979,1,1,9.09528835891554,9.105977108527387,18.91815414834981,18.87769362531572,0.11241674423217773,6.24537467956543e-06,4.447254382894862,0.0002470696879386034,0.00025331506261816884
20260214_153549,4,2691870f725e4ff29ee9abc79e0babad,flow0.17,1,1,,75.0,100.0,76.82813027602796,76.92570236426954,78.83683783649754,1.828130276027963,0.09757208824157715,1.911135472227997,1,1,8.733650524998255,8.71625563627972,20.330542685838807,20.400686463570317,1.7562975883483887,9.757208824157714e-05,4.694833484369958,0.00026082408246499766,0.00035839617070657483
20260214_153549,4,aeb0fdfa98b445a8b1f6ac8108d56ac5,flow0.16,1,1,,75.0,100.0,76.80641640890539,76.89589585531652,78.69671071229189,1.8064164089053918,0.08947944641113281,1.8008148569753644,1,1,8.872252507491284,8.921038626992937,19.779029782237185,19.587969348245032,1.6106300354003906,8.94794464111328e-05,4.507638694368438,0.00025042437190935765,0.0003399038183204905
20260214_153549,4,b2b6ac02f98a421c973dc980bf560068,flow0.4,1,1,,75.0,100.0,76.62312217242491,76.70636649615538,78.40096990507382,1.6231221724249139,0.08324432373046875,1.6946034089184394,1,1,9.905643630314556,10.062840440092753,16.039005370604727,15.521160383050969,1.4983978271484375,8.324432373046875e-05,4.165027285802573,0.00023139040476680958,0.00031463472849727834
20260214_153549,4,c23f0d0f5e8544098f234200b78ef0e6,flow0.24,1,1,,75.0,100.0,76.89954628599915,76.93350853575501,78.88097374183037,1.8995462859991505,0.033962249755859375,1.947465206075364,1,1,8.440214434590667,8.53392697903951,21.542668182106127,21.148772563040286,0.6113204956054688,3.396224975585938e-05,4.820744095112197,0.00026781911639512203,0.00030178136615098143
20260214_153549,4,c406908748e04422b4f3b1366968d713,flow0.9,1,1,,75.0,100.0,76.7567523684854,76.81022035745329,78.65743933115166,1.7567523684853938,0.05346798896789551,1.847218973698375,1,1,9.107778473298437,9.101080906036744,18.870881866185528,18.89621855624155,0.9624238014221191,5.346798896789551e-05,4.5275808290329564,0.0002515322682796087,0.0003050002572475042
20260214_153549,4,cc693d7399294e59a8af0c9ebb3108d9,flow0.19,1,1,,75.0,100.0,76.80377867538574,76.8241968425,78.71707910713572,1.8037786753857432,0.020418167114257812,1.8928822646357162,1,1,8.84966200752232,8.783597339599599,19.86803535495632,20.130294743951197,0.3675270080566406,2.0418167114257813e-05,4.6431020723393175,0.00025795011512996205,0.0002783682822442199
20260214_153549,5,0b43e2b14abd458e967a401f83403b86,flow0.28,1,1,,100.0,125.0,101.79935520800002,101.83792990358718,103.71744980912192,1.7993552080000228,0.0385746955871582,1.8795199055347354,1,1,8.864678739335288,8.774881084960045,19.80883217977064,20.165116969972917,0.6943445205688477,3.85746955871582e-05,4.618635066302126,0.0002565908370167848,0.00029516553260394295
20260214_153549,5,0b94ca284725400ea486d9a33acbcc20,flow0.5,1,1,,100.0,125.0,101.50241512330518,101.60382718118177,103.30241512325377,1.502415123305184,0.10141205787658691,1.6985879420719954,1,1,10.649559773974616,10.649560000658528,13.690703458074989,13.690702780222667,1.8254170417785645,0.0001014120578765869,4.050297036413177,0.00022501650202295427,0.00032642855989954114
20260214_153549,5,2619b319acaa4ef79628bf35108d62ae,flow0.3,1,1,,100.0,125.0,101.4929939671197,101.57633198935176,103.29299396711971,1.492993967119702,0.08333802223205566,1.7166619777679557,1,1,10.71673820213664,10.71673820213664,13.490765399221548,13.490765399221548,1.500084400177002,8.333802223205567e-05,4.0679869337716354,0.0002259992740984242,0.00030933729633047987
20260214_153549,5,2691870f725e4ff29ee9abc79e0babad,flow0.15,1,1,,100.0,125.0,101.7616155204894,101.84653783417959,103.66458338754569,1.7616155204894,0.08492231369018555,1.8180455533661046,1,1,9.079141027400814,9.060286588188204,18.97941269239923,19.051148404841967,1.5286016464233398,8.492231369018555e-05,4.488683850538557,0.00024937132502991983,0.0003342936387201054
20260214_153549,5,a0c90ffa6a314b658be64f3cf1311b79,flow0.10,1,1,,100.0,125.0,101.54772665582267,101.55781390748588,103.3378027235136,1.5477266558226717,0.010087251663208008,1.7799888160277249,1,1,10.36653399388268,10.431417722009366,14.554286495648753,14.353208540312128,0.18157052993774414,1.0087251663208009e-05,4.217709879864259,0.0002343172155480144,0.0002444044672112224
20260214_153549,5,aeb0fdfa98b445a8b1f6ac8108d56ac5,flow0.7,1,1,,100.0,125.0,101.51323082112417,101.60636045598135,103.3121295806718,1.5132308211241678,0.09312963485717773,1.7057691246904483,1,1,10.57833060295295,10.582393857886844,13.904774322613193,13.892504588421883,1.6763334274291992,9.312963485717774e-05,4.07188450815984,0.00022621580600888,0.0003193454408660577
20260214_153549,5,b2b6ac02f98a421c973dc980bf560068,flow0.8,1,1,,100.0,125.0,101.52254066722737,101.5738943602358,103.3185055406709,1.522540667227375,0.05135369300842285,1.7446111804351006,1,1,10.523202246292593,10.544301486250738,14.071946024601637,14.007809660585202,0.9243664741516113,5.135369300842285e-05,4.139457437880026,0.0002299698576600014,0.00028132355066842426
20260214_153549,5,c23f0d0f5e8544098f234200b78ef0e6,flow0.27,1,1,,100.0,125.0,101.82481522441155,101.9104315745855,103.8382857991481,1.8248152244115516,0.0856163501739502,1.9278542245625943,1,1,8.746888458479848,8.68499567460512,20.277301834358816,20.527269488475778,1.5410943031311035,8.56163501739502e-05,4.716596561255443,0.00026203314229196906,0.0003476494924659193
20260214_153549,5,c406908748e04422b4f3b1366968d713,flow0.4,1,1,,100.0,125.0,101.49770075110843,101.53058415679385,103.29770075110844,1.4977007511084253,0.032883405685424805,1.7671165943145866,1,1,10.683070377233987,10.683070377233987,13.590732654922917,13.590732654922917,0.5919013023376465,3.2883405685424805e-05,4.148375642580305,0.0002304653134766836,0.0002633487191621084
20260214_153549,5,cc693d7399294e59a8af0c9ebb3108d9,flow0.14,1,1,,100.0,125.0,101.7670344426152,101.80552807588546,103.67208142131446,1.7670344426151985,0.03849363327026367,1.866553345428997,1,1,9.047528051833705,9.020687829716284,19.099818119620096,19.202541823288882,0.6928853988647461,3.8493633270263674e-05,4.566864460758694,0.0002537146922643719,0.00029220832553463556
20260214_153549,6,0b43e2b14abd458e967a401f83403b86,flow0.6,1,1,,125.0,150.0,126.50711334130986,126.52087891481145,128.40624491620204,1.5071133413098607,0.013765573501586914,1.8853660013905937,1,1,10.616670381789618,10.630086594000442,13.78928091346102,13.74901403878929,0.24778032302856445,1.3765573501586915e-05,4.335162343395751,0.0002408423524108751,0.000254607925912462
20260214_153549,6,0b94ca284725400ea486d9a33acbcc20,flow0.5,1,1,,125.0,150.0,126.50232083009683,126.56550604509317,128.40054554137726,1.502320830096835,0.06318521499633789,1.8350394962840824,1,1,10.65136135283981,10.675633861721384,13.685316884761402,13.612877061133092,1.137333869934082,6.31852149963379e-05,4.2548800745229585,0.00023638222636238656,0.00029956744135872446
20260214_153549,6,2619b319acaa4ef79628bf35108d62ae,flow0.32,1,1,,125.0,150.0,126.80723292114348,126.88852507354827,128.69742126909082,1.8072329211434806,0.08129215240478516,1.8088961955425589,1,1,8.868339461687816,8.917641990374122,19.794422654130173,19.601220751598856,1.4632587432861328,8.129215240478516e-05,4.520577214457319,0.00025114317858096214,0.0003324353309857473
20260214_153549,6,2691870f725e4ff29ee9abc79e0babad,flow0.20,1,1,,125.0,150.0,126.76955342173562,126.87435340762124,128.67369134335846,1.7695534217356226,0.10479998588562012,1.7993379357372135,1,1,9.034666941169045,9.016092931948943,19.148983427302905,19.22017352387952,1.886399745941162,0.00010479998588562011,4.468560325341443,0.00024825335140785793,0.00035305333729347807
20260214_153549,6,aeb0fdfa98b445a8b1f6ac8108d56ac5,flow0.7,1,1,,125.0,150.0,126.51186040400421,126.5553357934848,128.4114937716695,1.51186040400421,0.04347538948059082,1.8561579781847115,1,1,10.5831133539305,10.589387322079977,13.890332676240297,13.871403096526915,0.7825570106506348,4.3475389480590825e-05,4.296097371281277,0.00023867207618229316,0.00028214746566288397
20260214_153549,6,a0c90ffa6a314b658be64f3cf1311b79,flow0.25,1,1,,125.0,150.0,126.97439352501141,127.02133766639935,129.07692706639278,1.9743935250114077,0.04694414138793945,2.055589399993437,1,1,8.101242680831819,8.08599663509745,23.024072967632254,23.09288353662421,0.8449945449829102,4.694414138793945e-05,5.057777625001563,0.0002809876458334202,0.0003279317872213596
20260214_153549,6,b2b6ac02f98a421c973dc980bf560068,flow0.13,1,1,,125.0,150.0,126.93042211895761,126.99560647373971,128.95214107752676,1.9304221189576083,0.06518435478210449,1.9565346037870484,1,1,8.26477604503163,8.172443305977541,22.298007504048016,22.70527394856527,1.1733183860778809,6.51843547821045e-05,4.865224024638181,0.0002702902235910101,0.0003354745783731146
20260214_153549,6,c23f0d0f5e8544098f234200b78ef0e6,flow0.30,1,1,,125.0,150.0,126.77447856378636,126.81284941148839,128.6708593025986,1.77447856378636,0.03837084770202637,1.8580098911101999,1,1,9.023374858942677,9.040337351734017,19.192237303049424,19.127293715107562,0.6906752586364746,3.837084770202637e-05,4.56149340045166,0.00025341630002509224,0.00029178714772711863
20260214_153549,6,c406908748e04422b4f3b1366968d713,flow0.37,1,1,,125.0,150.0,126.7844600137662,126.8429636415433,128.6888801847012,1.784460013766207,0.05850362777709961,1.845916543157884,1,1,8.962158141429676,8.92563401692949,19.428146615855784,19.570053252622905,1.053065299987793,5.8503627777099604e-05,4.553334828503033,0.00025296304602794625,0.0003114666738050459
20260214_153549,6,cc693d7399294e59a8af0c9ebb3108d9,flow0.19,1,1,,125.0,150.0,126.772891159749,126.86211716721054,128.67582828495213,1.772891159748994,0.08922600746154785,1.8137111177415903,1,1,9.019914105690297,9.004133489645822,19.20550984052563,19.266127971846338,1.6060681343078613,8.922600746154785e-05,4.4934578363613795,0.00024963654646452106,0.0003388625539260689
20260214_153549,7,0b43e2b14abd458e967a401f83403b86,flow0.36,1,1,,150.0,175.0,151.75930851603843,151.81398671771385,153.85715200616247,1.7593085160384305,0.05467820167541504,2.0431652884486198,1,1,9.098861951803384,9.107221862349373,18.904618960443173,18.872986443288802,0.9842076301574707,5.4678201675415036e-05,4.82405644871136,0.00026800313603952004,0.0003226813377149351
20260214_153549,7,0b94ca284725400ea486d9a33acbcc20,flow0.23,1,1,,150.0,175.0,152.03556235104085,152.1042965200472,154.24269207984878,2.035562351040852,0.06873416900634766,2.1383955598015802,1,1,7.84200121301649,7.8167191943303305,24.221276758827315,24.341208716353815,1.2372150421142578,6.873416900634765e-05,5.243155690743222,0.00029128642726351236,0.00036002059626986
20260214_153549,7,2619b319acaa4ef79628bf35108d62ae,flow0.45,1,1,,150.0,175.0,151.79058632526323,151.8900238004677,153.90886431686434,1.7905863252632344,0.09943747520446777,2.0188405163966365,1,1,8.913310012892504,8.822789301974247,19.618132218548602,19.97435749308622,1.78987455368042,9.943747520446777e-05,4.818847099858189,0.0002677137277698994,0.00036715120297436715
20260214_153549,7,aeb0fdfa98b445a8b1f6ac8108d56ac5,flow0.7,1,1,,150.0,175.0,151.39954683231085,151.40832111285894,153.52100798642456,1.3995468323108469,0.008774280548095703,2.1126868735656217,1,1,11.376112867796603,11.204119959107736,11.623296552121039,12.09448055517164,0.15793704986572266,8.774280548095703e-06,4.568577142659279,0.00025380984125884885,0.00026258412180694453
20260214_153549,7,2691870f725e4ff29ee9abc79e0babad,flow0.28,1,1,,150.0,175.0,152.00848298085225,152.0444691659261,154.114298237864,2.00848298085225,0.03598618507385254,2.069829071937903,1,1,7.950035627172313,7.927690186582548,23.715248846304938,23.81906474886087,0.6477513313293457,3.598618507385254e-05,5.113226588759105,0.00028406814381995026,0.00032005432889380277
20260214_153549,7,a0c90ffa6a314b658be64f3cf1311b79,flow0.8,1,1,,150.0,175.0,151.38605695917937,151.4378932113919,153.50381330773055,1.3860569591793706,0.051836252212524414,2.065920096338658,1,1,11.4999183033779,11.34553071956066,11.290687921197819,11.706294190906613,0.9330525398254395,5.183625221252442e-05,4.484937103687358,0.00024916317242707544,0.0003009994246395999
20260214_153549,7,b2b6ac02f98a421c973dc980bf560068,flow0.39,1,1,,150.0,175.0,151.78870191746927,151.8867868440745,153.88107189952942,1.7887019174692682,0.09808492660522461,1.9942850554549238,1,1,8.956559482213855,8.991820892705311,19.44984265934051,19.313535175151884,1.765528678894043,9.80849266052246e-05,4.780129500651654,0.000265562750036203,0.0003636476766414276
20260214_153549,7,c23f0d0f5e8544098f234200b78ef0e6,flow0.43,1,1,,150.0,175.0,151.83374495209034,151.83785338104542,153.93429651902824,1.833744952090342,0.004108428955078125,2.096443137982817,1,1,8.710991771833466,8.733714338573304,20.421954059370854,20.33028574753123,0.07395172119140625,4.108428955078125e-06,4.9784096590645674,0.000276578314392476,0.0002806867433475541
20260214_153549,7,c406908748e04422b4f3b1366968d713,flow0.22,1,1,,150.0,175.0,152.14201636587418,152.1475562599782,154.3572232665299,2.142016365874184,0.005539894104003906,2.2096670065517117,1,1,7.436340423528659,7.3876243988805115,26.218823708320325,26.469714707232427,0.09971809387207031,5.539894104003906e-06,5.456516875701752,0.0003031398264278751,0.000308679720531879
20260214_153549,7,cc693d7399294e59a8af0c9ebb3108d9,flow0.13,1,1,,150.0,175.0,151.99569680692645,152.05622627737017,154.10004406738705,1.9956968069264462,0.060529470443725586,2.043817790016874,1,1,8.013224522627068,7.987766543028035,23.42402998371144,23.54094254321299,1.0895304679870605,6.052947044372559e-05,5.061423491951757,0.00028119019399731985,0.00034171966444104546
20260214_153549,8,0b43e2b14abd458e967a401f83403b86,flow0.25,1,1,,175.0,200.0,177.1272996174906,177.1560135590647,179.33822894818547,2.1272996174905927,0.02871394157409668,2.1822153891207847,1,1,7.496661814788567,7.461361443060914,25.911559513969287,26.090919827923948,0.5168509483337402,2.871394157409668e-05,5.40062270117177,0.00030003459450954274,0.0003287485360836394
20260214_153549,8,0b94ca284725400ea486d9a33acbcc20,flow0.23,1,1,,175.0,200.0,177.14578034514864,177.23262025947054,179.45765860330803,2.145780345148637,0.08683991432189941,2.2250383438374968,1,1,7.431486130027605,7.395392457254514,26.243712952149025,26.429542581018108,1.5631184577941895,8.683991432189942e-05,5.483337860904882,0.00030462988116138236,0.00039146979548328176
20260214_153549,8,2619b319acaa4ef79628bf35108d62ae,flow0.9,1,1,,175.0,200.0,176.67585327480097,176.76753737781306,178.80445842990832,1.6758532748009713,0.09168410301208496,2.0369210520952663,1,1,9.500657709120244,9.346788187022362,17.43184423538987,17.984619765668047,1.6503138542175293,9.168410301208496e-05,4.731234852943871,0.00026284638071910393,0.0003545304837311889
20260214_153549,8,b2b6ac02f98a421c973dc980bf560068,flow0.39,1,1,,175.0,200.0,176.69914733539937,176.73134099613546,178.77180464921292,1.699147335399374,0.032193660736083984,2.0404636530774667,1,1,9.460345013023236,9.611299652106947,17.57536277016993,17.042594782903517,0.5794858932495117,3.2193660736083985e-05,4.759842815015574,0.00026443571194530966,0.00029662937268139363
20260214_153549,8,2691870f725e4ff29ee9abc79e0babad,flow0.57,1,1,,175.0,200.0,176.89093923288166,176.98492932039082,178.9675885288975,1.8909392328816637,0.09399008750915527,1.982659208506675,1,1,8.484083003029857,8.595896514942151,21.3574659641853,20.89184580596643,1.691821575164795,9.399008750915528e-05,4.864928045641676,0.00027027378031342647,0.00036426386782258173
20260214_153549,8,a0c90ffa6a314b658be64f3cf1311b79,flow0.1,1,1,,175.0,200.0,176.83401484152657,176.93138832709175,178.9639915486181,1.8340148415265674,0.09737348556518555,2.032603221526358,1,1,8.68656112271307,8.551379233932582,20.52091416824571,21.076132777815218,1.7527227401733398,9.737348556518554e-05,4.8829196738161045,0.0002712733152120058,0.00036864680077719134
20260214_153549,8,aeb0fdfa98b445a8b1f6ac8108d56ac5,flow0.32,1,1,,175.0,200.0,176.49554716174578,176.58069668834185,178.59546798735124,1.495547161745776,0.08514952659606934,2.0147712990093964,1,1,10.698800271220815,10.699041933731726,13.543968373334149,13.543250725821405,1.532691478729248,8.514952659606933e-05,4.517704110259871,0.00025098356168110395,0.0003361330882771733
20260214_153549,8,c23f0d0f5e8544098f234200b78ef0e6,flow0.56,1,1,,175.0,200.0,176.8619578042642,176.9223117986337,178.94171245489983,1.8619578042641933,0.060353994369506836,2.0194006562661286,1,1,8.617735995342331,8.71030009795687,20.80196006164369,20.42475006286511,1.086371898651123,6.035399436950683e-05,4.891058788663386,0.000271725488259077,0.00033207948262858384
20260214_153549,8,c406908748e04422b4f3b1366968d713,flow0.34,1,1,,175.0,200.0,176.50954814410238,176.51568384623556,178.6059473800784,1.5095481441023821,0.006135702133178711,2.0902635338428297,1,1,10.61148626515186,10.627872973760532,13.804860761810595,13.75565265597982,0.1104426383972168,6.135702133178712e-06,4.644943444866627,0.0002580524136037015,0.0002641881157368802
20260214_153549,8,cc693d7399294e59a8af0c9ebb3108d9,flow0.7,1,1,,175.0,200.0,176.72092773180904,176.8153548405737,178.84991652605532,1.7209277318090415,0.09442710876464844,2.034561685481634,1,1,9.253558950726354,9.105441342134705,18.32623265040442,18.879719985666814,1.6996879577636719,9.442710876464843e-05,4.772770260031493,0.0002651539033350829,0.00035958101209973136
20260214_153549,9,0b43e2b14abd458e967a401f83403b86,flow0.17,1,1,,200.0,225.0,202.04054672986035,202.059023454485,204.2476002493922,2.0405467298603526,0.01847672462463379,2.1885767949072203,1,1,7.823072319083988,7.798278469959026,24.311016300790214,24.429054787145606,0.3325810432434082,1.847672462463379e-05,5.323411922221183,0.00029574510679006576,0.00031422183141469956
20260214_153549,9,0b94ca284725400ea486d9a33acbcc20,flow0.20,1,1,,200.0,225.0,201.88097584280646,201.92327249083198,204.1017957378224,1.880975842806464,0.042296648025512695,2.178523246990437,1,1,8.483715342632452,8.353112471443435,21.3590121635213,21.91470592726053,0.7613396644592285,4.2296648025512696e-05,5.14876071329212,0.00028604226184956224,0.00032833890987507493
20260214_153549,9,2619b319acaa4ef79628bf35108d62ae,flow0.41,1,1,,200.0,225.0,201.5400843594503,201.59643149117943,203.74008428432262,1.5400843594503044,0.05634713172912598,2.1436527931431897,1,1,10.389089552907217,10.389109024577834,14.484172113819952,14.484111684424871,1.0142483711242676,5.634713172912598e-05,4.755563549165089,0.00026419797495361603,0.000320545106682742
20260214_153549,9,2691870f725e4ff29ee9abc79e0babad,flow0.25,1,1,,200.0,225.0,202.2621354197704,202.34209528915517,204.6575200878252,2.2621354197704022,0.07995986938476562,2.3154247986700227,1,1,7.074869722040117,7.099293750052992,28.141663050395398,28.007130055362676,1.4392776489257812,7.995986938476562e-05,5.735272617775436,0.00031862625654307977,0.0003985861259278454
20260214_153549,9,a0c90ffa6a314b658be64f3cf1311b79,flow0.12,1,1,,200.0,225.0,202.21104188997464,202.25976463396267,204.52479416085768,2.211041889974638,0.04872274398803711,2.265029526895006,1,1,7.210359837197129,7.170075285892367,27.403999938664484,27.62113976763376,0.877009391784668,4.872274398803711e-05,5.608586180317147,0.0003115881211287304,0.0003603108651167675
