round,selected,received,kept,dropped,agg_scalar,train_loss,train_acc,val_loss,val_acc
1,0,0,0,0,,,,,
2,0,0,0,0,,,,,
3,0,0,0,0,,,,,
4,0,0,0,0,,,,,
5,0,0,0,0,,,,,
6,0,0,0,0,,,,,
7,0,0,0,0,,,,,
8,0,0,0,0,,,,,
9,9,9,9,0,8.86792734,1.372791,0.515152,1.394105,0.517647
10,10,10,10,0,8.87070716,1.349874,0.529527,1.374315,0.525952
