run_id,round,client_id,veh_id,selected,committed,drop_reason,drop_group,drop_stage,dl_reason,ul_reason,dl_dist_start_m,dl_dist_end_m,ul_dist_start_m,ul_dist_end_m,dl_rx_power_dbm,dl_sinr_db,dl_per,ul_rx_power_dbm,ul_sinr_db,ul_per,t_round_start,t_deadline,t_dl_done,t_ul_start,t_ul_done,t_down,t_train,t_up,dl_ok,ul_ok,dl_goodput_mbps,ul_goodput_mbps,dl_rtt_ms,ul_rtt_ms,e_comp_j,co2_comp_g,e_comm_j,co2_comm_g,co2_total_g
20260324_211341,9,1a887ca7d10e4bc9acb90650906fae42,flow0.0,1,1,,committed,OK,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,225.0,202.48089900869948,204.08089900869948,206.2802679656665,2.480899008699481,1.6,2.199368956967021,1,1,6.736893427515482,7.609411736403452,13.346296978110956,12.557843923232845,0.16,5.955555555555556e-06,5.7799524441500125,0.00021514267431002823,0.0002210982298655838
20260324_211341,9,7c6ac2de036c4eeaa6fcff69482253e3,flow0.9,1,1,,committed,OK,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,225.0,203.76493147215666,205.70493147215666,208.91732851655638,3.764931472156661,1.94,3.2123970443997223,1,1,4.479060620991596,5.349794351898361,16.368057907889416,14.976905139606512,0.19399999999999998,7.22111111111111e-06,8.583527038756245,0.000319497950887038,0.00032671906199814913
20260324_211341,9,814ac51816234dbca7152dba120cb0d2,flow0.4,1,1,,committed,OK,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,225.0,202.92371603175744,206.60371603175744,209.0213590593018,2.9237160317574364,3.68,2.417643027544358,1,1,5.6798709572425965,7.265113964397869,14.53521260554311,12.851961248693598,0.368,1.3697777777777777e-05,6.550180573073973,0.00024381227688664235,0.00025751005466442015
20260324_211341,9,a8c8b2878f9f4e0a9a3279ae2f4ae141,flow0.6,1,1,,committed,OK,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,225.0,203.2248512039446,208.6948512039446,211.08666627680924,3.22485120394461,5.47,2.391815072864631,1,1,5.304531735918782,7.072831816107472,15.04066703130099,13.025486629751175,0.5469999999999999,2.0360555555555554e-05,6.812573813241556,0.00025357913638176903,0.00027393969193732456
20260324_211341,9,d780648872444aebbc6e5f5b82b50c15,flow0.3,1,1,,committed,OK,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,225.0,202.78847253747665,208.84847253747665,211.00783187446757,2.7884725374766504,6.06,2.159359336990917,1,1,5.968857851955487,7.869380472744382,14.178980487894714,12.348674733369402,0.6059999999999999,2.255666666666666e-05,6.027511542963026,0.0002243573740991793,0.000246914040765846
20260324_211341,9,dbca3eedf54f4409ab496caba09a9e25,flow0.5,1,1,,committed,OK,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,225.0,203.07146513384825,209.51146513384825,211.81790430699516,3.0714651338482497,6.44,2.306439173146913,1,1,5.592657264850417,7.391294174949215,14.648107563400215,12.741788125222717,0.644,2.397111111111111e-05,6.531123893568619,0.00024310294492727638,0.0002670740560383875
20260324_211341,9,e762ef4ea7d946ab8cfa3751fe2be99f,flow0.1,1,1,,committed,OK,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,225.0,202.58328842453957,209.11328842453958,211.20542664701412,2.5832884245395746,6.53,2.0921382224745457,1,1,6.455158720700161,8.099292230660295,13.634435457139098,12.172144195093933,0.653,2.4306111111111113e-05,5.721495758251393,0.00021296678655713519,0.0002372728976682463
20260324_211341,9,f3fdd60aab734e1f91b4a254bb6c840a,flow0.2,1,1,,committed,OK,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,225.0,202.67571481558898,203.90571481558896,206.33070833898947,2.675714815588975,1.23,2.4249935234005022,1,1,6.230114890073285,7.152454584903022,13.878502092693974,12.952782367462548,0.12299999999999998,4.578333333333332e-06,6.3132051006897285,0.0002349915231923399,0.00023956985652567322
20260324_211341,9,fb5f617a702e40a2b061361d82b9c983,flow0.8,1,1,,committed,OK,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200.0,225.0,203.57949642791735,211.21949642791733,213.7401134646941,3.5794964279173485,7.64,2.5206170367767697,1,1,4.731281767666369,6.789540671113222,15.925798501464751,13.294451559002937,0.7639999999999999,2.8437777777777776e-05,7.360421983082503,0.0002739712627036265,0.00030240904048140426
20260324_211341,10,1a887ca7d10e4bc9acb90650906fae42,flow0.10,1,1,,committed,OK,,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,225.0,250.0,228.56055511350047,231.42055511350048,234.3620181468245,3.5605551135004703,2.86,2.941463033324027,1,1,4.759300797905012,5.923685547061277,15.878849995216164,14.232940205778302,0.286,1.0645555555555555e-05,7.9727496634865105,0.00029676345969644233,0.0003074090152519979
